receipt_id,execution_id,trip_plan_id,trip_no,tanker_number,delivery_point,ack_date,chamber,qty_litres,qty_kgs,fat_pct,snf_pct,kg_fat,kg_snf,temperature,description
3938,1416,2297,29,AP39UX5014,Bathalapalli ,2026-08-03,MC,,,,,,,,
3821,1430,2298,30,AP39TF3392,S K A Dairy,2026-08-03,BC,15026.74,15455.0021,4.300,8.260,664.5651,1276.5832,5,
3819,1430,2298,30,AP39TF3392,S K A Dairy,2026-08-03,FC,14647.54,15064.9949,4.100,8.350,617.6648,1257.9271,5,
3820,1430,2298,30,AP39TF3392,S K A Dairy,2026-08-03,MC,,,,,,,,
3869,1428,2299,31,AP03TE5533,Balaji Dairy,2026-08-03,BC,10228.49,10520.0020,4.040,8.310,425.0081,874.2122,4.4,
3867,1428,2299,31,AP03TE5533,Balaji Dairy,2026-08-03,FC,8371.41,8609.9952,4.210,8.330,362.4808,717.2126,4.3,
3868,1428,2299,31,AP03TE5533,Balaji Dairy,2026-08-03,MC,,,,,,,,
3918,1414,2300,32,AP39WM0723,Balaji Dairy,2026-08-03,BC,14914.92,15339.9952,3.980,8.160,610.5318,1251.7436,5.2,
3919,1414,2300,32,AP39WM0723,Balaji Dairy,2026-08-03,FC,14827.42,15250.0015,3.920,8.150,597.8001,1242.8751,5.8,
3920,1414,2300,32,AP39WM0723,Balaji Dairy,2026-08-03,MC,,,,,,,,
3662,1355,2301,33,AP03TE9599,Balaji Dairy,2026-08-03,BC,3062.71,3149.9972,4.170,8.180,131.3549,257.6698,,
3660,1355,2301,33,AP03TE9599,Balaji Dairy,2026-08-03,FC,2741.86,2820.0030,4.230,8.220,119.2861,231.8042,,
3661,1355,2301,33,AP03TE9599,Balaji Dairy,2026-08-03,MC,3169.66,3259.9953,4.240,8.200,138.2238,267.3196,,
3845,1441,2302,34,AP39WB9499,S K A Dairy,2026-08-03,BC,11759.84,12094.9954,3.900,8.180,471.7048,989.3706,5,
3843,1441,2302,34,AP39WB9499,S K A Dairy,2026-08-03,FC,11706.37,12040.0015,3.800,8.160,457.5201,982.4641,5,
3844,1441,2302,34,AP39WB9499,S K A Dairy,2026-08-03,MC,,,,,,,,
3836,1438,2303,35,AP26TF3569,S K A Dairy,2026-08-03,BC,14832.28,15255.0000,3.800,8.160,579.6900,1244.8080,5,
3834,1438,2303,35,AP26TF3569,S K A Dairy,2026-08-03,FC,14968.40,15394.9994,3.900,8.300,600.4050,1277.7850,5,
3835,1438,2303,35,AP26TF3569,S K A Dairy,2026-08-03,MC,,,,,,,,
3833,1437,2304,36,TN52S7499,S K A Dairy,2026-08-03,BC,14535.73,14949.9983,3.800,8.410,568.0999,1257.2949,5,
3831,1437,2304,36,TN52S7499,S K A Dairy,2026-08-03,FC,14574.62,14989.9967,3.800,8.160,569.6199,1223.1837,5,
3832,1437,2304,36,TN52S7499,S K A Dairy,2026-08-03,MC,,,,,,,,
3767,1413,2305,37,AP03TJ0088,Balaji Dairy,2026-08-03,BC,7788.04,8009.9991,3.900,8.170,312.3900,654.4169,5.0,
3765,1413,2305,37,AP03TJ0088,Balaji Dairy,2026-08-03,FC,4929.51,5070.0010,3.910,8.210,198.2370,416.2471,5.6,
3766,1413,2305,37,AP03TJ0088,Balaji Dairy,2026-08-03,MC,7204.67,7410.0031,3.930,8.190,291.2131,606.8793,6.1,
3860,1444,2306,38,AP39UN4344,Bathalapalli ,2026-08-03,BC,8021.39,8249.9996,4.100,8.100,338.2500,668.2500,,
3858,1444,2306,38,AP39UN4344,Bathalapalli ,2026-08-03,FC,3169.66,3259.9953,5.100,8.430,166.2598,274.8176,,
3859,1444,2306,38,AP39UN4344,Bathalapalli ,2026-08-03,MC,,,,,,,,
3912,1429,2307,39,TN28AQ5726,Balaji Dairy,2026-08-03,BC,6631.02,6820.0041,3.990,8.220,272.1182,560.6043,4.7,
3913,1429,2307,39,TN28AQ5726,Balaji Dairy,2026-08-03,FC,5610.11,5769.9981,4.070,8.250,234.8389,476.0248,4.8,
3914,1429,2307,39,TN28AQ5726,Balaji Dairy,2026-08-03,MC,6689.35,6879.9965,3.970,8.310,273.1359,571.7277,5.1,
3635,1348,2311,40,AP03TE6660,NARMUL,2026-08-02,BC,2314.05,2380.0004,4.500,8.310,107.1000,197.7780,,
3633,1348,2311,40,AP03TE6660,NARMUL,2026-08-02,FC,,,,,,,,
3634,1348,2311,40,AP03TE6660,NARMUL,2026-08-02,MC,,,,,,,,
3638,1350,2313,42,AP03TE2079,Balaji Dairy,2026-08-02,BC,10374.33,10669.9984,3.850,8.250,410.7949,880.2749,,
3636,1350,2313,42,AP03TE2079,Balaji Dairy,2026-08-02,FC,4171.12,4289.9969,4.360,8.220,187.0439,352.6377,,
3637,1350,2313,42,AP03TE2079,Balaji Dairy,2026-08-02,MC,,,,,,,,
5010,1447,2314,43,AP39WH0612,S K A Dairy,2026-08-04,BC,7156.05,7360.0000,3.800,8.160,279.6800,600.5760,5.0,
5011,1447,2314,43,AP39WH0612,S K A Dairy,2026-08-04,FC,8774.91,9025.0000,3.800,8.300,342.9500,749.0750,5.0,
5012,1447,2314,43,AP39WH0612,S K A Dairy,2026-08-04,MC,7097.72,7300.0000,3.900,8.160,284.7000,595.6800,5.0,
3872,1445,2315,44,TN24AB6599,Balaji Dairy,2026-08-03,BC,8449.20,8690.0022,4.100,8.150,356.2901,708.2352,5.1,
3870,1445,2315,44,TN24AB6599,Balaji Dairy,2026-08-03,FC,5036.46,5179.9991,3.750,8.150,194.2500,422.1699,5.3,
3871,1445,2315,44,TN24AB6599,Balaji Dairy,2026-08-03,MC,,,,,,,,
3866,1427,2316,46,AP03TE9069,Balaji Dairy,2026-08-03,BC,3062.71,3149.9972,4.130,8.580,130.0949,270.2698,,
3864,1427,2316,46,AP03TE9069,Balaji Dairy,2026-08-03,FC,2975.21,3060.0035,4.300,8.600,131.5801,263.1603,,
3865,1427,2316,46,AP03TE9069,Balaji Dairy,2026-08-03,MC,1866.80,1920.0038,5.360,8.560,102.9122,164.3523,,
3809,1425,2367,47,SALE TANKER,Milma Plant,2026-08-03,BC,,,,,,,,
3807,1425,2367,47,SALE TANKER,Milma Plant,2026-08-03,FC,15508.02,15949.9986,3.900,8.300,622.0499,1323.8499,,
3808,1425,2367,47,SALE TANKER,Milma Plant,2026-08-03,MC,,,,,,,,
3813,1426,2368,48,SALE TANKER,Milma Plant,2026-08-03,BC,,,,,,,,
3814,1426,2368,48,SALE TANKER,Milma Plant,2026-08-03,FC,14953.82,15380.0039,4.100,8.470,630.5802,1302.6863,,
3815,1426,2368,48,SALE TANKER,Milma Plant,2026-08-03,MC,,,,,,,,
4043,1361,2317,1,TN28BF6792,Balaji Dairy,2026-08-04,BC,10218.77,10510.0049,4.070,8.200,427.7572,861.8204,,
4041,1361,2317,1,TN28BF6792,Balaji Dairy,2026-08-04,FC,8050.56,8280.0010,4.070,8.140,336.9960,673.9921,,
4042,1361,2317,1,TN28BF6792,Balaji Dairy,2026-08-04,MC,,,,,,,,
4052,1362,2318,2,AP39UN4344,Bathalapalli ,2026-08-04,BC,8011.67,8240.0026,4.200,8.240,346.0801,678.9762,,
4050,1362,2318,2,AP39UN4344,Bathalapalli ,2026-08-04,FC,3052.99,3140.0002,5.700,8.680,178.9800,272.5520,,
4051,1362,2318,2,AP39UN4344,Bathalapalli ,2026-08-04,MC,,,,,,,,
3953,1363,2319,3,TN86A9787,Balaji Dairy,2026-08-04,BC,9927.08,10210.0018,4.140,8.200,422.6941,837.2201,,
3951,1363,2319,3,TN86A9787,Balaji Dairy,2026-08-04,FC,10325.72,10620.0030,4.040,8.170,429.0481,867.6542,,
3952,1363,2319,3,TN86A9787,Balaji Dairy,2026-08-04,MC,,,,,,,,
3995,1364,2320,4,AP31TF6368,Balaji Dairy,2026-08-04,BC,7068.55,7270.0037,3.930,8.160,285.7111,593.2323,,
3993,1364,2320,4,AP31TF6368,Balaji Dairy,2026-08-04,FC,7146.33,7350.0004,4.140,8.150,304.2900,599.0250,,
3994,1364,2320,4,AP31TF6368,Balaji Dairy,2026-08-04,MC,7642.20,7860.0027,3.880,8.120,304.9681,638.2322,,
3974,1365,2321,5,AP03TF2538,Balaji Dairy,2026-08-04,BC,8808.95,9060.0051,3.900,8.120,353.3402,735.6724,,
3972,1365,2321,5,AP03TF2538,Balaji Dairy,2026-08-04,FC,7263.00,7469.9955,3.930,8.090,293.5708,604.3226,,
3973,1365,2321,5,AP03TF2538,Balaji Dairy,2026-08-04,MC,4472.53,4599.9971,3.820,8.150,175.7199,374.8998,,
4037,1366,2322,6,AP39WE8054,Balaji Dairy,2026-08-04,BC,6815.75,7009.9989,3.790,8.100,265.6790,567.8099,,
4035,1366,2322,6,AP39WE8054,Balaji Dairy,2026-08-04,FC,9888.19,10170.0034,3.800,8.160,386.4601,829.8723,,
4036,1366,2322,6,AP39WE8054,Balaji Dairy,2026-08-04,MC,,,,,,,,
3981,1367,2323,7,AP07TJ2180,Balaji Dairy,2026-08-04,BC,8974.23,9229.9956,4.090,8.190,377.5068,755.9366,,
3982,1367,2323,7,AP07TJ2180,Balaji Dairy,2026-08-04,FC,6990.76,7189.9967,4.030,8.190,289.7569,588.8607,,
3983,1367,2323,7,AP07TJ2180,Balaji Dairy,2026-08-04,MC,,,,,,,,
4164,1368,2324,8,AP03TE9419,Balaji Dairy,2026-08-04,BC,8935.34,9189.9972,4.120,8.270,378.6279,760.0128,,
4165,1368,2324,8,AP03TE9419,Balaji Dairy,2026-08-04,FC,7078.27,7280.0007,4.080,8.190,297.0240,596.2321,,
4166,1368,2324,8,AP03TE9419,Balaji Dairy,2026-08-04,MC,5493.44,5650.0030,4.110,8.380,232.2151,473.4703,,
3950,1369,2325,9,TN28AR1990,S K A Dairy,2026-08-04,BC,9392.32,9660.0011,4.160,8.180,401.8560,790.1881,,
3948,1369,2325,9,TN28AR1990,S K A Dairy,2026-08-04,FC,9256.20,9520.0017,4.150,8.090,395.0801,770.1681,,
3949,1369,2325,9,TN28AR1990,S K A Dairy,2026-08-04,MC,,,,,,,,
3986,1370,2326,10,AP07TN0549,Balaji Dairy,2026-08-04,BC,9907.63,10189.9975,4.060,8.320,413.7139,847.8078,,
3984,1370,2326,10,AP07TN0549,Balaji Dairy,2026-08-04,FC,8303.35,8539.9955,4.080,8.190,348.4318,699.4256,,
3985,1370,2326,10,AP07TN0549,Balaji Dairy,2026-08-04,MC,,,,,,,,
4082,1371,2327,11,AP03TA8424,S K A Dairy,2026-08-04,BC,7510.94,7725.0018,4.000,8.200,309.0001,633.4501,,
4080,1371,2327,11,AP03TA8424,S K A Dairy,2026-08-04,FC,7700.53,7919.9951,4.000,8.200,316.7998,649.4396,,
4081,1371,2327,11,AP03TA8424,S K A Dairy,2026-08-04,MC,4827.42,4965.0015,3.900,8.180,193.6351,406.1371,,
4070,1372,2328,12,TN25BB1990,Balaji Dairy,2026-08-04,BC,5085.08,5230.0048,4.250,8.110,222.2752,424.1534,,
4068,1372,2328,12,TN25BB1990,Balaji Dairy,2026-08-04,FC,5172.58,5319.9985,5.500,8.580,292.5999,456.4559,,
4069,1372,2328,12,TN25BB1990,Balaji Dairy,2026-08-04,MC,3228.00,3319.9980,5.450,8.520,180.9399,282.8638,,
4055,1373,2329,13,AP03TE9599,Bathalapalli ,2026-08-04,BC,1419.54,1459.9969,7.300,8.640,106.5798,126.1437,,
4053,1373,2329,13,AP03TE9599,Bathalapalli ,2026-08-04,FC,1730.68,1780.0044,7.100,8.600,126.3803,153.0804,,
4054,1373,2329,13,AP03TE9599,Bathalapalli ,2026-08-04,MC,3140.50,3230.0043,4.100,8.100,132.4302,261.6303,,
4116,1374,2330,14,TN24BD4749,S K A Dairy,2026-08-04,BC,12280.02,12630.0006,3.810,8.200,481.2030,1035.6600,,
4117,1374,2330,14,TN24BD4749,S K A Dairy,2026-08-04,FC,12192.51,12539.9965,4.300,8.150,539.2199,1022.0097,,
4118,1374,2330,14,TN24BD4749,S K A Dairy,2026-08-04,MC,,,,,,,,
3977,1375,2331,15,AP03TE2079,Balaji Dairy,2026-08-04,BC,10442.39,10739.9981,3.980,8.140,427.4519,874.2358,,
3975,1375,2331,15,AP03TE2079,Balaji Dairy,2026-08-04,FC,9586.78,9860.0032,4.290,8.110,422.9941,799.6463,,
3976,1375,2331,15,AP03TE2079,Balaji Dairy,2026-08-04,MC,,,,,,,,
4019,1376,2332,16,AP03TC7799,S K A Dairy,2026-08-04,BC,9878.46,10159.9961,4.200,8.490,426.7198,862.5837,5,
4017,1376,2332,16,AP03TC7799,S K A Dairy,2026-08-04,FC,7282.45,7489.9998,4.100,8.470,307.0900,634.4030,5,
4018,1376,2332,16,AP03TC7799,S K A Dairy,2026-08-04,MC,,,,,,,,
4022,1377,2333,17,TN52P3684,S K A Dairy,2026-08-04,BC,9241.61,9504.9959,4.000,8.330,380.1998,791.7662,5,
4020,1377,2333,17,TN52P3684,S K A Dairy,2026-08-04,FC,9912.49,10194.9960,4.100,8.350,417.9948,851.2822,5,
4021,1377,2333,17,TN52P3684,S K A Dairy,2026-08-04,MC,,,,,,,,
4034,1378,2334,18,TN28BA2919,S K A Dairy,2026-08-04,BC,10461.84,10760.0024,4.100,8.350,441.1601,898.4602,5,
4032,1378,2334,18,TN28BA2919,S K A Dairy,2026-08-04,FC,9071.46,9329.9966,4.000,8.350,373.1999,779.0547,5,
4033,1378,2334,18,TN28BA2919,S K A Dairy,2026-08-04,MC,,,,,,,,
3854,1379,2335,19,TN863039,S K A Dairy,2026-08-03,BC,7136.61,7340.0034,4.100,8.350,300.9401,612.8903,5,
3852,1379,2335,19,TN863039,S K A Dairy,2026-08-03,FC,6154.59,6329.9958,3.900,8.430,246.8698,533.6186,5,
3853,1379,2335,19,TN863039,S K A Dairy,2026-08-03,MC,3096.74,3184.9971,4.200,8.370,133.7699,266.5843,5,
4028,1380,2336,20,TN24AR2944,S K A Dairy,2026-08-04,BC,9844.43,10124.9963,3.800,8.030,384.7499,813.0372,5,
4026,1380,2336,20,TN24AR2944,S K A Dairy,2026-08-04,FC,7943.61,8170.0029,3.700,8.010,302.2901,654.4172,5,
4027,1380,2336,20,TN24AR2944,S K A Dairy,2026-08-04,MC,,,,,,,,
4010,1381,2337,21,TN28BB2353,S K A Dairy,2026-08-04,BC,,,,,,,,
4008,1381,2337,21,TN28BB2353,S K A Dairy,2026-08-04,FC,17919.30,18430.0001,4.100,8.350,755.6300,1538.9050,5,FC BC single weight
4009,1381,2337,21,TN28BB2353,S K A Dairy,2026-08-04,MC,,,,,,,,
4016,1382,2338,22,TN86B1591,S K A Dairy,2026-08-04,BC,10889.65,11200.0050,4.200,8.370,470.4002,937.4404,5,
4014,1382,2338,22,TN86B1591,S K A Dairy,2026-08-04,FC,8196.40,8429.9974,4.000,8.330,337.1999,702.2188,5,
4015,1382,2338,22,TN86B1591,S K A Dairy,2026-08-04,MC,,,,,,,,
4086,1383,2339,23,AP04TW4458,Balaji Dairy,2026-08-04,BC,11220.23,11540.0066,4.130,8.540,476.6023,985.5166,,
4087,1383,2339,23,AP04TW4458,Balaji Dairy,2026-08-04,FC,8808.95,9060.0051,4.100,8.610,371.4602,780.0664,,
4088,1383,2339,23,AP04TW4458,Balaji Dairy,2026-08-04,MC,,,,,,,,
4058,1384,2340,24,AP03TE5050,Bathalapalli ,2026-08-04,BC,12075.84,12420.0014,4.100,8.220,509.2201,1020.9241,,
4056,1384,2340,24,AP03TE5050,Bathalapalli ,2026-08-04,FC,11103.55,11420.0012,4.200,8.240,479.6400,941.0081,,
4057,1384,2340,24,AP03TE5050,Bathalapalli ,2026-08-04,MC,,,,,,,,
4079,1385,2341,25,AP26TF3569,S K A Dairy,2026-08-04,BC,,,,,,,,
4077,1385,2341,25,AP26TF3569,S K A Dairy,2026-08-04,FC,29538.16,30379.9976,4.100,8.350,1245.5799,2536.7298,,
4078,1385,2341,25,AP26TF3569,S K A Dairy,2026-08-04,MC,,,,,,,,
4089,1386,2342,26,TN76AL9919,ARVAIS Dairy(HYD),2026-08-04,BC,10111.81,10399.9966,4.100,8.350,426.3999,868.3997,,
4090,1386,2342,26,TN76AL9919,ARVAIS Dairy(HYD),2026-08-04,FC,8556.15,8800.0003,4.300,8.390,378.4000,738.3200,,
4091,1386,2342,26,TN76AL9919,ARVAIS Dairy(HYD),2026-08-04,MC,,,,,,,,
3998,1387,2343,27,AP39TD1229,Balaji Dairy,2026-08-04,BC,14710.74,15129.9961,4.270,8.210,646.0508,1242.1727,,
3996,1387,2343,27,AP39TD1229,Balaji Dairy,2026-08-04,FC,11803.60,12140.0026,4.210,8.220,511.0941,997.9082,,
3997,1387,2343,27,AP39TD1229,Balaji Dairy,2026-08-04,MC,,,,,,,,
4046,1388,2344,28,AP39UX5014,Balaji Dairy,2026-08-04,BC,14117.65,14520.0030,3.980,8.120,577.8961,1179.0242,,
4044,1388,2344,28,AP39UX5014,Balaji Dairy,2026-08-04,FC,11832.77,12170.0039,3.730,8.100,453.9411,985.7703,,
4045,1388,2344,28,AP39UX5014,Balaji Dairy,2026-08-04,MC,,,,,,,,
4007,1389,2345,29,AP03TE5699,S K A Dairy,2026-08-04,BC,11108.41,11424.9997,3.800,8.160,434.1500,932.2800,5,
4005,1389,2345,29,AP03TE5699,S K A Dairy,2026-08-04,FC,12950.90,13320.0007,3.900,8.180,519.4800,1089.5761,5,
4006,1389,2345,29,AP03TE5699,S K A Dairy,2026-08-04,MC,,,,,,,,
4013,1390,2346,30,TG12T4949,S K A Dairy,2026-08-04,BC,14380.17,14790.0048,3.900,8.300,576.8102,1227.5704,5,
4011,1390,2346,30,TG12T4949,S K A Dairy,2026-08-04,FC,14487.12,14900.0029,3.900,8.430,581.1001,1256.0702,5,
4012,1390,2346,30,TG12T4949,S K A Dairy,2026-08-04,MC,,,,,,,,
4031,1391,2347,31,RJ32GB7005,S K A Dairy,2026-08-04,BC,,,,,,,,
4029,1391,2347,31,RJ32GB7005,S K A Dairy,2026-08-04,FC,30077.78,30934.9967,3.900,8.300,1206.4649,2567.6047,5,Single weight
4030,1391,2347,31,RJ32GB7005,S K A Dairy,2026-08-04,MC,,,,,,,,
4004,1392,2348,32,AP39TF3392,Balaji Dairy,2026-08-04,BC,14992.71,15420.0022,4.030,8.240,621.4261,1270.6082,,
4002,1392,2348,32,AP39TF3392,Balaji Dairy,2026-08-04,FC,15002.43,15429.9993,4.030,8.230,621.8290,1269.8889,,
4003,1392,2348,32,AP39TF3392,Balaji Dairy,2026-08-04,MC,,,,,,,,
4061,1393,2349,33,AP02TC1483,Bathalapalli ,2026-08-04,BC,5036.46,5179.9991,4.000,8.080,207.2000,418.5439,,
4059,1393,2349,33,AP02TC1483,Bathalapalli ,2026-08-04,FC,2459.89,2529.9969,5.300,8.470,134.0898,214.2907,,
4060,1393,2349,33,AP02TC1483,Bathalapalli ,2026-08-04,MC,3636.36,3739.9963,4.000,8.200,149.5999,306.6797,,
3944,1394,2350,34,AP07TF2421,Balaji Dairy,2026-08-04,BC,10102.09,10389.9996,3.890,8.250,404.1710,857.1750,,
3942,1394,2350,34,AP07TF2421,Balaji Dairy,2026-08-04,FC,6494.90,6680.0047,4.200,8.140,280.5602,543.7524,,
3943,1394,2350,34,AP07TF2421,Balaji Dairy,2026-08-04,MC,,,,,,,,
4161,1395,2351,35,AP03TE6599,Balaji Dairy,2026-08-04,BC,6981.04,7179.9996,4.000,8.250,287.2000,592.3500,,
4162,1395,2351,35,AP03TE6599,Balaji Dairy,2026-08-04,FC,7078.27,7280.0007,4.160,8.310,302.8480,604.9681,,
4163,1395,2351,35,AP03TE6599,Balaji Dairy,2026-08-04,MC,7107.44,7310.0020,4.050,8.260,296.0551,603.8062,,
4049,1396,2355,36,AP39TK3377,Balaji Dairy,2026-08-04,BC,10500.73,10800.0008,3.830,8.030,413.6400,867.2401,,
4047,1396,2355,36,AP39TK3377,Balaji Dairy,2026-08-04,FC,9120.08,9380.0023,3.630,8.010,340.4941,751.3382,,
4048,1396,2355,36,AP39TK3377,Balaji Dairy,2026-08-04,MC,,,,,,,,
4092,1397,2356,37,TN52Q9387,Balaji Dairy,2026-08-04,BC,10209.04,10500.0000,4.170,8.240,437.8500,865.2000,,
4093,1397,2356,37,TN52Q9387,Balaji Dairy,2026-08-04,FC,11813.32,12150.0000,4.260,8.270,517.5900,1004.8050,,
4094,1397,2356,37,TN52Q9387,Balaji Dairy,2026-08-04,MC,,,,,,,,
3989,1398,2361,38,TS07UL3304,ARVAIS Dairy(HYD),2026-08-04,BC,7292.17,7499.9968,4.400,8.410,329.9999,630.7497,4.0,
4158,1399,2357,38,TN34AC5878,Balaji Dairy,2026-08-04,BC,5153.14,5300.0045,4.060,8.290,215.1802,439.3704,,
4159,1399,2357,38,TN34AC5878,Balaji Dairy,2026-08-04,FC,3208.56,3300.0040,3.940,8.220,130.0202,271.2603,,
3987,1398,2361,38,TS07UL3304,ARVAIS Dairy(HYD),2026-08-04,FC,5571.22,5729.9998,4.300,8.390,246.3900,480.7470,4.0,
3988,1398,2361,38,TS07UL3304,ARVAIS Dairy(HYD),2026-08-04,MC,,,,,,,,
4160,1399,2357,38,TN34AC5878,Balaji Dairy,2026-08-04,MC,,,,,,,,
3966,1400,2358,39,AP26TF4985,Balaji Dairy,2026-08-04,BC,11550.80,11879.9978,3.960,8.200,470.4479,974.1598,,
3967,1400,2358,39,AP26TF4985,Balaji Dairy,2026-08-04,FC,10578.51,10879.9975,3.950,8.170,429.7599,888.8958,,
3968,1400,2358,39,AP26TF4985,Balaji Dairy,2026-08-04,MC,,,,,,,,
4076,1401,2359,40,TN24BC6019,S K A Dairy,2026-08-04,BC,,,,,,,,
4074,1401,2359,40,TN24BC6019,S K A Dairy,2026-08-04,FC,22241.13,22875.0022,4.000,8.330,915.0001,1905.4877,,
4075,1401,2359,40,TN24BC6019,S K A Dairy,2026-08-04,MC,,,,,,,,
7209,1432,2371,41,TN13H2455,Balaji Dairy,2026-08-04,BC,9596.50,9870.0003,3.860,8.260,380.9820,815.2620,,
7210,1432,2371,41,TN13H2455,Balaji Dairy,2026-08-04,FC,9956.25,10240.0031,4.110,8.190,420.8641,838.6563,,
7211,1432,2371,41,TN13H2455,Balaji Dairy,2026-08-04,MC,,,,,,,,
4067,1456,2373,42,TS08UF8732,NARMUL,2026-08-04,BC,2323.77,2389.9974,4.400,8.280,105.1599,197.8918,,
4065,1456,2373,42,TS08UF8732,NARMUL,2026-08-04,FC,,,,,,,,
4066,1456,2373,42,TS08UF8732,NARMUL,2026-08-04,MC,,,,,,,,
4235,1457,2374,1,AP39TB8024,Balaji Dairy,2026-08-05,BC,9402.04,9669.9981,4.050,8.230,391.6349,795.8408,,
4233,1457,2374,1,AP39TB8024,Balaji Dairy,2026-08-05,FC,8351.97,8590.0011,4.130,8.130,354.7670,698.3671,,
4234,1457,2374,1,AP39TB8024,Balaji Dairy,2026-08-05,MC,,,,,,,,
4178,1458,2375,2,AP02TC1483,Bathalapalli ,2026-08-05,BC,5036.46,5179.9991,4.200,8.240,217.5600,426.8319,,
4176,1458,2375,2,AP02TC1483,Bathalapalli ,2026-08-05,FC,4297.52,4419.9993,4.200,8.240,185.6400,364.2079,,
4177,1458,2375,2,AP02TC1483,Bathalapalli ,2026-08-05,MC,1643.17,1690.0003,6.800,8.910,114.9200,150.5790,,
4142,1459,2376,3,TN34AH5181,Balaji Dairy,2026-08-05,BC,10043.75,10329.9969,3.900,8.150,402.8699,841.8947,,
4140,1459,2376,3,TN34AH5181,Balaji Dairy,2026-08-05,FC,10034.03,10319.9999,3.910,8.150,403.5120,841.0800,,
4141,1459,2376,3,TN34AH5181,Balaji Dairy,2026-08-05,MC,,,,,,,,
4281,1460,2377,4,TN36AU2208,Balaji Dairy,2026-08-05,BC,9946.52,10229.9958,3.870,8.160,395.9008,834.7677,,
4282,1460,2377,4,TN36AU2208,Balaji Dairy,2026-08-05,FC,10014.58,10299.9955,3.880,8.080,399.6398,832.2396,,
4283,1460,2377,4,TN36AU2208,Balaji Dairy,2026-08-05,MC,,,,,,,,
4139,1461,2378,5,AP26TF4985,Balaji Dairy,2026-08-05,BC,11667.48,12000.0032,3.980,8.120,477.6001,974.4003,,
4137,1461,2378,5,AP26TF4985,Balaji Dairy,2026-08-05,FC,10277.10,10569.9974,3.950,8.120,417.5149,858.2838,,
4138,1461,2378,5,AP26TF4985,Balaji Dairy,2026-08-05,MC,,,,,,,,
4172,1462,2379,6,AP39UN4344,Bathalapalli ,2026-08-05,BC,7943.61,8170.0029,4.000,8.080,326.8001,660.1362,,
4170,1462,2379,6,AP39UN4344,Bathalapalli ,2026-08-05,FC,3159.94,3249.9983,5.000,8.410,162.4999,273.3249,,
4171,1462,2379,6,AP39UN4344,Bathalapalli ,2026-08-05,MC,,,,,,,,
4211,1463,2380,7,AP07TF2421,Balaji Dairy,2026-08-05,BC,10063.20,10350.0012,4.000,8.100,414.0000,838.3501,,
4209,1463,2380,7,AP07TF2421,Balaji Dairy,2026-08-05,FC,6485.17,6669.9973,3.840,8.130,256.1279,542.2708,,
4210,1463,2380,7,AP07TF2421,Balaji Dairy,2026-08-05,MC,,,,,,,,
4935,1464,2381,8,AP39UE0787,S K A Dairy,2026-08-05,BC,6572.68,6760.0014,3.900,8.180,263.6401,552.9681,,
4936,1464,2381,8,AP39UE0787,S K A Dairy,2026-08-05,FC,7433.16,7645.0051,3.800,8.280,290.5102,633.0064,,
4937,1464,2381,8,AP39UE0787,S K A Dairy,2026-08-05,MC,7399.12,7609.9949,3.700,8.140,281.5698,619.4536,,
4100,1470,2382,9,AP39WH0612,S K A Dairy,2026-08-05,BC,,,,,,,,
4098,1470,2382,9,AP39WH0612,S K A Dairy,2026-08-05,FC,22581.43,23225.0008,3.900,8.180,905.7750,1899.8051,5,signal weight fcmcbc
4099,1470,2382,9,AP39WH0612,S K A Dairy,2026-08-05,MC,,,,,,,,
4293,1465,2383,10,TN28AR1990,Balaji Dairy,2026-08-05,BC,9936.80,10219.9988,4.150,8.290,424.1300,847.2379,,
4294,1465,2383,10,TN28AR1990,Balaji Dairy,2026-08-05,FC,10063.20,10350.0012,3.960,8.200,409.8600,848.7001,,
4295,1465,2383,10,TN28AR1990,Balaji Dairy,2026-08-05,MC,,,,,,,,
4194,1471,2384,11,TN86A9787,Balaji Dairy,2026-08-05,BC,9965.97,10250.0000,4.090,8.210,419.2250,841.5250,,
4195,1471,2384,11,TN86A9787,Balaji Dairy,2026-08-05,FC,11249.39,11570.0000,4.250,8.160,491.7250,944.1120,,
4196,1471,2384,11,TN86A9787,Balaji Dairy,2026-08-05,MC,,,,,,,,
4269,1472,2386,12,TN28AQ5726,Balaji Dairy,2026-08-05,BC,6650.46,6839.9981,4.140,8.220,283.1759,562.2478,,
4270,1472,2386,12,TN28AQ5726,Balaji Dairy,2026-08-05,FC,6728.25,6920.0051,4.130,8.340,285.7962,577.1284,,
4271,1472,2386,12,TN28AQ5726,Balaji Dairy,2026-08-05,MC,6436.56,6620.0020,4.210,8.280,278.7021,548.1362,,
4272,1473,2385,13,AP03TE5888,Balaji Dairy,2026-08-05,BC,8176.96,8410.0034,4.110,8.230,345.6511,692.1433,,
4273,1473,2385,13,AP03TE5888,Balaji Dairy,2026-08-05,FC,14069.03,14469.9974,4.140,8.250,599.0579,1193.7748,,
4274,1473,2385,13,AP03TE5888,Balaji Dairy,2026-08-05,MC,,,,,,,,
4947,1449,2387,14,TN52P3684,S K A Dairy,2026-08-05,BC,9368.01,9634.9983,3.900,8.180,375.7649,788.1429,,
4948,1449,2387,14,TN52P3684,S K A Dairy,2026-08-05,FC,9368.01,9634.9983,3.800,8.160,366.1299,786.2159,,
4949,1449,2387,14,TN52P3684,S K A Dairy,2026-08-05,MC,,,,,,,,
