loading_id,execution_id,trip_plan_id,trip_no,tanker_number,seq_no,bmcu_code,bmcu_name,milk_date,shift,qty_litres,qty_kgs,fat_pct,snf_pct,kg_fat,kg_snf,description,chamber,rmrd_qty,is_deleted
5633,1419,2369,46,SALE TANKER,1,3417,Avulanatham CC,2026-08-01,,13094.20,13467.3847,3.900,8.430,525.2280,1135.3005,RMRD,"FC,BC",0.00,f
5632,1418,2364,46,SALE TANKER,1,3104,Karapattu,2026-08-01,,14780.60,15201.8471,4.100,8.470,623.2757,1287.5964,RMRD,"FC,BC",0.00,f
5634,1419,2369,46,SALE TANKER,2,3415,Kuppam BMCU,2026-08-01,,1610.50,1656.3993,3.900,8.300,64.5996,137.4811,RMRD,FC,0.00,f
5635,1420,2365,47,SALE TANKER,1,3109,Mandakolathur,2026-08-01,,16913.90,17395.9462,4.200,8.490,730.6297,1476.9158,RMRD,"FC,BC",0.00,f
5649,1420,2365,47,SALE TANKER,2,3104,Karapattu,2026-08-01,,5561.00,5719.4885,4.100,8.470,234.4990,484.4407,RMRD,FC,0.00,f
5636,1420,2365,47,SALE TANKER,2,3104,Karapattu,2026-08-01,,5561.00,5719.4885,4.100,8.470,234.4990,484.4407,Balance Milk,FC,0.00,t
5650,1423,2366,48,SALE TANKER,1,3414,Gudupalli,2026-08-01,,9359.80,9626.5543,3.900,8.300,375.4356,799.0040,RMRD,"FC,BC",0.00,f
5651,1423,2366,48,SALE TANKER,2,3415,Kuppam BMCU,2026-08-01,,5466.00,5621.7810,3.900,8.300,219.2495,466.6078,Balance Milk,FC,0.00,t
5652,1423,2366,48,SALE TANKER,2,3415,Kuppam BMCU,2026-08-01,,5466.00,5621.7810,3.900,8.300,219.2495,466.6078,RMRD,FC,0.00,f
5390,1349,2268,1,TN36AU2208,1,3648,Mohamadabad/MB Cross,2026-08-02,,6035.00,6206.9975,4.100,8.100,254.4869,502.7668,RMRD,BC,0.00,f
5391,1349,2268,1,TN36AU2208,2,3646,Moram Pali,2026-08-02,,4229.00,4349.5265,4.100,8.100,178.3306,352.3116,RMRD,FC,0.00,f
5392,1349,2268,1,TN36AU2208,3,3653,Mamillapalli,2026-08-02,,7990.00,8217.7150,4.100,8.220,336.9263,675.4962,RMRD,"FC,BC",0.00,f
5567,1402,2269,2,AP02TC1483,1,3649,B.Pappuru,2026-08-02,,1333.80,1371.8133,6.900,8.930,94.6551,122.5029,RMRD,FC,0.00,f
5568,1402,2269,2,AP02TC1483,2,3649,B.Pappuru,2026-08-02,,5764.60,5928.8911,4.100,8.350,243.0845,495.0624,RMRD,MC,0.00,f
5569,1402,2269,2,AP02TC1483,3,3647,Ragavapalli,2026-08-02,,3808.70,3917.2479,4.200,8.120,164.5244,318.0805,RMRD,FC,0.00,f
5570,1403,2270,3,AP39UE0787,1,3613,P T M,2026-08-02,,2815.00,2895.2275,4.000,8.200,115.8091,237.4087,RMRD,BC,0.00,f
5571,1403,2270,3,AP39UE0787,2,3610,B Kothakota,2026-08-02,,5926.00,6094.8910,3.900,8.180,237.7007,498.5621,RMRD,FC,0.00,f
5572,1403,2270,3,AP39UE0787,3,3612,Poojavari Palli,2026-08-02,,1665.00,1712.4525,3.900,8.300,66.7856,142.1336,RMRD,FC,0.00,f
5573,1403,2270,3,AP39UE0787,4,3609,Kurabala Kota,2026-08-02,,6708.00,6899.1780,3.800,8.030,262.1688,554.0040,RMRD,MC,0.00,f
5574,1403,2270,3,AP39UE0787,5,3602,Tharigonda,2026-08-02,,2903.00,2985.7355,3.700,8.140,110.4722,243.0389,RMRD,BC,0.00,f
5575,1404,2271,4,AP03TE5888,1,3623,Yallam Palli,2026-08-02,,1806.00,1857.4710,3.800,8.030,70.5839,149.1549,RMRD,BC,0.00,f
5576,1404,2271,4,AP03TE5888,2,3637,Nimmanna Palli,2026-08-02,,3958.00,4070.8030,3.800,8.160,154.6905,332.1775,RMRD,FC,0.00,f
5577,1404,2271,4,AP03TE5888,3,3603,Vayalpadu,2026-08-02,,3143.00,3232.5755,4.000,8.200,129.3030,265.0712,RMRD,FC,0.00,f
5578,1404,2271,4,AP03TE5888,4,3601,Chinthaparthi,2026-08-02,,4240.00,4360.8400,3.800,8.030,165.7119,350.1755,RMRD,BC,0.00,f
5579,1404,2271,4,AP03TE5888,5,3607,Manchuru,2026-08-02,,2183.00,2245.2155,4.000,8.200,89.8086,184.1077,RMRD,"FC,BC",0.00,f
5580,1404,2271,4,AP03TE5888,6,3616,Kalikiri,2026-08-02,,6270.10,6448.7979,3.800,8.160,245.0543,526.2219,RMRD,FC,0.00,f
5585,1406,2272,5,AP26TF4985,1,3619,Garnimitta,2026-08-02,,2277.00,2341.8945,3.900,8.180,91.3339,191.5670,RMRD,BC,0.00,f
5586,1406,2272,5,AP26TF4985,2,3622,Gyarampalli,2026-08-02,,3173.00,3263.4305,3.900,8.180,127.2738,266.9486,RMRD,BC,0.00,f
5587,1406,2272,5,AP26TF4985,3,3617,Kalakada,2026-08-02,,3235.00,3327.1975,3.850,8.100,128.0971,269.5030,RMRD,BC,0.00,f
5588,1406,2272,5,AP26TF4985,4,3618,Gadi,2026-08-02,,3013.00,3098.8705,3.900,8.050,120.8559,249.4591,RMRD,FC,0.00,f
5589,1406,2272,5,AP26TF4985,5,3621,Regallu,2026-08-02,,2794.00,2873.6290,3.900,8.050,112.0715,231.3271,RMRD,FC,0.00,f
5590,1406,2272,5,AP26TF4985,6,3620,Piler,2026-08-02,,6048.00,6220.3680,3.800,8.160,236.3740,507.5820,RMRD,"FC,BC",0.00,f
5591,1407,2273,6,AP07TJ2180,1,3628,Diguva Thotluvari Palli,2026-08-02,,3860.30,3970.3186,3.800,8.160,150.8721,323.9780,RMRD,FC,0.00,f
5592,1407,2273,6,AP07TJ2180,2,3624,Thamballapalle,2026-08-02,,5027.00,5170.2695,4.000,8.200,206.8108,423.9621,RMRD,BC,0.00,f
5593,1407,2273,6,AP07TJ2180,3,3627,Mudivedu,2026-08-02,,3902.00,4013.2070,3.900,8.180,156.5151,328.2803,RMRD,"FC,BC",0.00,f
5594,1407,2273,6,AP07TJ2180,4,3625,Reddi Kota,2026-08-02,,3813.60,3922.2876,3.800,8.030,149.0469,314.9597,RMRD,FC,0.00,f
5409,1356,2274,7,AP03TF2538,1,3227,Pincha,2026-08-02,,4131.70,4249.4535,3.700,8.000,157.2298,339.9563,RMRD,"FC,BC",0.00,f
5410,1356,2274,7,AP03TF2538,2,3201,Mellacheruv,2026-08-02,,4357.00,4481.1745,3.800,8.030,170.2846,359.8383,RMRD,"FC,BC",0.00,f
5411,1356,2274,7,AP03TF2538,3,3203,Talapula(Piler),2026-08-02,,3378.60,3474.8901,3.700,7.990,128.5709,277.6437,RMRD,FC,0.00,f
5412,1356,2274,7,AP03TF2538,4,3206,Bodevandlapalli,2026-08-02,,3856.00,3965.8960,3.700,8.010,146.7382,317.6683,RMRD,"FC,MC",0.00,f
5413,1356,2274,7,AP03TF2538,5,3204,Bakarapeta,2026-08-02,,3389.00,3485.5865,3.900,8.180,135.9379,285.1210,RMRD,BC,0.00,f
5394,1351,2275,8,TN28AR1990,1,3205,C.G.Gallu,2026-08-02,,3215.00,3306.6275,3.900,8.180,128.9585,270.4821,RMRD,,0.00,f
5395,1351,2275,8,TN28AR1990,2,3202,Y V Pallm,2026-08-02,,8230.00,8464.5550,3.700,8.140,313.1885,689.0148,RMRD,,0.00,f
5396,1351,2275,8,TN28AR1990,3,3228,Udaymanikyam CC,2026-08-02,,8443.00,8683.6255,3.800,8.030,329.9778,697.2951,RMRD,,0.00,f
5397,1352,2277,9,AP07TN0549,1,3224,Palasamudram,2026-08-02,,6879.00,7075.0515,4.100,8.220,290.0771,581.5692,RMRD,FC,0.00,f
5398,1352,2277,9,AP07TN0549,2,3223,Thugundram,2026-08-02,,4812.00,4949.1420,4.100,8.350,202.9148,413.2534,RMRD,"FC,BC",0.00,f
5399,1352,2277,9,AP07TN0549,3,3222,G D Nellore,2026-08-02,,7646.00,7863.9110,4.000,8.197,314.5564,644.6048,RMRD,BC,0.00,f
5403,1354,2278,10,TN25BB1990,1,3207,Karvetinagaram,2026-08-02,,3198.00,3289.1430,4.000,8.200,131.5657,269.7097,RMRD,BC,0.00,f
5404,1354,2278,10,TN25BB1990,2,3213,Narayanavanam,2026-08-02,,1986.00,2042.6010,4.000,8.100,81.7040,165.4507,RMRD,MC,0.00,f
5405,1354,2278,10,TN25BB1990,3,3019,Pannuru,2026-08-02,,1835.70,1888.0175,3.900,8.080,73.6327,152.5518,RMRD,FC,0.00,f
5406,1354,2278,10,TN25BB1990,4,3212,M.Kothuru,2026-08-02,,3718.30,3824.2716,3.900,8.080,149.1466,309.0011,RMRD,"MC,BC",0.00,f
5407,1354,2278,10,TN25BB1990,5,3208,S R Puram,2026-08-02,,3223.00,3314.8555,3.900,8.180,129.2794,271.1552,RMRD,FC,0.00,f
5581,1405,2279,11,AP39TB8024,1,3022,Vedurukuppam,2026-08-02,,3212.00,3303.5420,3.900,8.180,128.8381,270.2297,RMRD,BC,0.00,f
5582,1405,2279,11,AP39TB8024,2,3211,Kondakinda Pali,2026-08-02,,5186.00,5333.8010,4.000,8.200,213.3520,437.3717,RMRD,FC,0.00,f
5583,1405,2279,11,AP39TB8024,3,3209,Kothapallimitta,2026-08-02,,3554.90,3656.2147,4.000,8.200,146.2486,299.8096,RMRD,"FC,BC",0.00,f
5584,1405,2279,11,AP39TB8024,4,3001,Penumuru,2026-08-02,,4412.00,4537.7420,4.100,8.340,186.0474,378.4477,RMRD,FC,0.00,f
5595,1408,2310,12,TN34AH5181,1,3215,Yadamari,2026-08-02,,8934.00,9188.6190,4.000,8.320,367.5448,764.4931,RMRD,"FC,BC",0.00,f
5596,1408,2310,12,TN34AH5181,2,3219,Reddigunta,2026-08-02,,4842.00,4979.9970,4.000,8.200,199.1999,408.3598,RMRD,BC,0.00,f
5597,1408,2310,12,TN34AH5181,3,3217,K Patnam,2026-08-02,,1348.00,1386.4180,4.000,8.220,55.4567,113.9636,RMRD,FC,0.00,f
5598,1408,2310,12,TN34AH5181,4,3023,Rangampeta Cross,2026-08-02,,4305.00,4427.6925,4.100,8.350,181.5354,369.7123,RMRD,FC,0.00,f
5599,1409,2281,13,AP39TK3377,1,3409,Shanthi Puram,2026-08-02,,4698.90,4832.8186,3.900,8.180,188.4799,395.3246,RMRD,BC,0.00,f
5600,1409,2281,13,AP39TK3377,2,3407,V Kota,2026-08-02,,4622.00,4753.7270,4.000,8.200,190.1491,389.8056,RMRD,BC,0.00,f
5601,1409,2281,13,AP39TK3377,3,3402,Baireddipalle,2026-08-02,,4488.00,4615.9080,3.900,8.180,180.0204,377.5813,RMRD,"FC,BC",0.00,f
5602,1409,2281,13,AP39TK3377,4,3405,Pathikonda,2026-08-02,,4996.00,5138.3860,3.800,8.160,195.2587,419.2923,RMRD,FC,0.00,f
5415,1358,2282,14,AP04TW4458,1,3004,Y S Gate,2026-08-02,,3716.00,3821.9060,4.000,8.330,152.8762,318.3648,RMRD,BC,0.00,f
5416,1358,2282,14,AP04TW4458,2,3217,K Patnam,2026-08-02,,2732.00,2809.8620,4.100,8.350,115.2043,234.6235,RMRD,FC,0.00,f
5417,1358,2282,14,AP04TW4458,3,3425,Gajulapalli,2026-08-02,,2882.30,2964.4456,3.900,8.180,115.6134,242.4916,RMRD,BC,0.00,f
5418,1358,2282,14,AP04TW4458,4,3427,Perumala Palli,2026-08-02,,1206.00,1240.3710,4.200,8.370,52.0956,103.8191,RMRD,FC,0.00,f
5419,1358,2282,14,AP04TW4458,5,3430,Mogili,2026-08-02,,2895.00,2977.5075,3.900,8.180,116.1228,243.5601,RMRD,BC,0.00,f
5420,1358,2282,14,AP04TW4458,6,3429,G.K.Manchi,2026-08-02,,2078.00,2137.2230,4.000,8.330,85.4889,178.0307,RMRD,FC,0.00,f
5421,1358,2282,14,AP04TW4458,7,3439,KG Sathram,2026-08-02,,4159.90,4278.4571,4.100,8.220,175.4167,351.6892,RMRD,"FC,BC",0.00,f
5603,1410,2283,15,AP03TE9419,1,3118,Gollamangalam,2026-08-02,,6653.00,6842.6105,4.300,8.390,294.2323,574.0950,RMRD,"MC,BC,FC",0.00,f
5604,1410,2283,15,AP03TE9419,2,3432,Madetipalli,2026-08-02,,10352.00,10647.0320,3.900,8.180,415.2342,870.9272,RMRD,FC,0.00,f
5605,1410,2283,15,AP03TE9419,3,3221,Bomma Samudram,2026-08-02,,3198.00,3289.1430,4.000,8.200,131.5657,269.7097,RMRD,MC,0.00,f
5606,1411,2309,16,AP03TE6599,1,3006,Polireddipalli,2026-08-02,,3171.00,3261.3735,4.000,8.320,130.4549,271.3463,RMRD,BC,0.00,f
5607,1411,2309,16,AP03TE6599,2,3002,Pakala,2026-08-02,,2777.60,2856.7616,4.100,8.350,117.1272,238.5396,RMRD,BC,0.00,f
5608,1411,2309,16,AP03TE6599,3,3005,Komireddygari Palli,2026-08-02,,5983.20,6153.7212,4.100,8.220,252.3026,505.8359,RMRD,FC,0.00,f
5609,1411,2309,16,AP03TE6599,4,3003,Damalacheruvu,2026-08-02,,3383.00,3479.4155,4.000,8.330,139.1766,289.8353,RMRD,MC,0.00,f
5610,1411,2309,16,AP03TE6599,5,3007,Polakala,2026-08-02,,2255.00,2319.2675,4.100,8.350,95.0900,193.6588,RMRD,MC,0.00,f
5611,1411,2309,16,AP03TE6599,6,3021,Chandragiri CC,2026-08-02,,2675.10,2751.3404,4.000,8.200,110.0536,225.6099,RMRD,MC,0.00,f
5641,1422,2308,17,TN13H2455,1,3701,Pellakuru,2026-08-02,,647.80,666.2623,4.100,8.340,27.3168,55.5663,RMRD,BC,0.00,f
5642,1422,2308,17,TN13H2455,2,3014,Thottambedu,2026-08-02,,,,,,,,RMRD,,0.00,t
5643,1422,2308,17,TN13H2455,3,3013,B N Khandriga,2026-08-02,,2535.00,2607.2475,5.300,8.720,138.1841,227.3520,RMRD,FC,0.00,f
5644,1422,2308,17,TN13H2455,4,3011,Varadaiahpalem,2026-08-02,,1176.00,1209.5160,6.000,8.740,72.5710,105.7117,RMRD,FC,0.00,f
5645,1422,2308,17,TN13H2455,5,3018,Satyavedu,2026-08-02,,1918.20,1972.8687,4.800,8.490,94.6977,167.4966,RMRD,FC,0.00,f
5646,1422,2308,17,TN13H2455,6,3016,Nagalapuram,2026-08-02,,1204.00,1238.3140,4.600,8.300,56.9624,102.7801,RMRD,BC,0.00,f
5647,1422,2308,17,TN13H2455,7,3015,Pichatur,2026-08-02,,1802.00,1853.3570,4.200,8.250,77.8410,152.9020,RMRD,BC,0.00,f
5648,1422,2308,17,TN13H2455,8,3017,K V B Puram,2026-08-02,,2792.00,2871.5720,4.000,8.200,114.8629,235.4689,RMRD,BC,0.00,f
5653,1422,2308,17,TN13H2455,9,3014,Thottambedu,2026-08-02,,1566.00,1610.6310,4.400,8.280,70.8678,133.3602,RMRD,BC,0.00,f
5654,1422,2308,17,TN13H2455,10,3017,K V B Puram,2026-08-02,,364.00,374.3740,7.000,9.080,26.2062,33.9932,RMRD,FC,0.00,f
5710,1422,2308,17,TN13H2455,11,3701,Pellakuru,2026-08-02,,1411.10,1451.3163,7.000,8.970,101.5921,130.1831,RMRD,FC,0.00,f
5655,1422,2308,17,TN13H2455,16,3014,Thottambedu,2026-08-02,,322.70,331.8970,7.620,8.830,25.2905,29.3065,RMRD,FC,0.00,f
5623,1415,2286,18,TN34AC5878,1,3010,Yerpedu,2026-08-02,,3197.00,3288.1145,4.100,8.220,134.8127,270.2830,RMRD,BC,0.00,f
5624,1415,2286,18,TN34AC5878,2,3010,Yerpedu,2026-08-02,,214.00,220.0990,7.800,9.120,17.1677,20.0730,RMRD,FC,0.00,f
5625,1415,2286,18,TN34AC5878,3,3702,Venkatagiri,2026-08-02,,1131.00,1163.2335,7.500,8.680,87.2425,100.9687,RMRD,FC,0.00,f
5626,1415,2286,18,TN34AC5878,4,3704,Dakilli,2026-08-02,,827.00,850.5695,7.600,8.700,64.6433,73.9995,RMRD,FC,0.00,f
5627,1415,2286,18,TN34AC5878,5,3708,Pokurupalli,2026-08-02,,975.00,1002.7875,7.500,8.810,75.2091,88.3456,RMRD,FC,0.00,f
5694,1440,2287,19,TN24BD4749,1,3415,Kuppam BMCU,2026-08-02,,2409.00,2477.6565,3.900,8.300,96.6286,205.6455,Balance Milk,BC,0.00,f
5695,1440,2287,19,TN24BD4749,2,3418,Nadimur,2026-08-02,,3813.70,3922.3905,3.800,8.220,149.0508,322.4205,RMRD,BC,0.00,f
5696,1440,2287,19,TN24BD4749,3,3408,Ramakuppam BMCU,2026-08-02,,4950.00,5091.0750,3.900,8.180,198.5519,416.4499,RMRD,BC,0.00,f
5697,1440,2287,19,TN24BD4749,4,3413,Pedduru,2026-08-02,,4791.00,4927.5435,3.900,8.180,192.1742,403.0731,RMRD,FC,0.00,f
5698,1440,2287,19,TN24BD4749,5,3437,Kuppiganipalli,2026-08-02,,1013.00,1041.8705,3.800,8.160,39.5911,85.0166,RMRD,FC,0.00,f
5699,1440,2287,19,TN24BD4749,6,3435,Settipalli,2026-08-02,,7984.00,8211.5440,3.900,8.180,320.2502,671.7043,RMRD,"FC,BC",0.00,f
5612,1412,2288,20,TN52Q9387,1,3420,Chandramakula Palli,2026-08-02,,2430.00,2499.2550,3.700,8.140,92.4724,203.4394,RMRD,"FC,BC",0.00,f
5613,1412,2288,20,TN52Q9387,2,3644,Penchupadu,2026-08-02,,6132.00,6306.7620,4.000,8.260,252.2705,520.9385,RMRD,BC,0.00,f
5614,1412,2288,20,TN52Q9387,3,3442,Ramasamudhram CC,2026-08-02,,4076.00,4192.1660,3.900,8.180,163.4945,342.9192,RMRD,BC,0.00,f
5615,1412,2288,20,TN52Q9387,4,3419,Punganur,2026-08-02,,5409.00,5563.1565,3.700,8.140,205.8368,452.8409,RMRD,"BC,FC",0.00,f
5616,1412,2288,20,TN52Q9387,5,3404,Peddapanjani,2026-08-02,,2664.00,2739.9240,3.700,8.140,101.3772,223.0298,RMRD,FC,0.00,f
5693,1439,2289,21,TN52P3684,1,3103,Konaluru,2026-08-02,,17679.00,18182.8515,4.200,8.490,763.6798,1543.7241,RMRD,"FC,BC",0.00,f
5680,1433,2290,22,TN28BZ3247,1,3117,Aavalurpet,2026-08-02,,7558.00,7773.4030,4.200,8.490,326.4829,659.9619,RMRD,"BC,FC",0.00,f
5681,1433,2290,22,TN28BZ3247,2,3105,Vanapuram,2026-08-02,,11741.00,12075.6185,4.100,8.470,495.1004,1022.8049,RMRD,"FC,BC",0.00,f
5687,1436,2291,23,TN86B1591,1,3109,Mandakolathur,2026-08-02,,16656.00,17130.6960,4.000,8.450,685.2278,1447.5438,RMRD,"BC,FC",0.00,f
5688,1436,2291,23,TN86B1591,2,3104,Karapattu,2026-08-02,,4832.00,4969.7120,4.100,8.470,203.7582,420.9346,Balance Milk,"BC,FC",0.00,f
5701,1442,2292,24,TN863039,1,3114,Rayakottai,2026-08-02,,3367.00,3462.9595,4.000,7.910,138.5184,273.9201,RMRD,MC,0.00,f
5702,1442,2292,24,TN863039,2,3108,Sankaranarayanapuram(SN Puram),2026-08-02,,8001.00,8229.0285,3.700,7.730,304.4741,636.1039,RMRD,"FC,BC",0.00,f
5703,1442,2292,24,TN863039,3,3113,CR Palyam,2026-08-02,,6551.00,6737.7035,3.900,7.890,262.7704,531.6048,RMRD,BC,0.00,f
5684,1435,2293,25,TN24AR2944,1,3110,Kankanur,2026-08-02,,,,,,,,RMRD,,0.00,t
5685,1435,2293,25,TN24AR2944,2,3110,Kankanur,2026-08-02,,12139.00,12484.9615,4.000,8.080,499.3985,1008.7849,RMRD,"FC,BC",0.00,f
5686,1435,2293,25,TN24AR2944,3,3123,Alamelupuram,2026-08-02,,6450.70,6634.5449,4.100,8.090,272.0163,536.7347,RMRD,"BC,FC",0.00,f
5682,1434,2294,26,TN28BB2353,1,3112,Harur,2026-08-02,,10428.90,10726.1237,4.000,8.080,429.0449,866.6708,RMRD,"FC,BC",0.00,f
5683,1434,2294,26,TN28BB2353,2,3119,K Echambadi,2026-08-02,,8882.21,9135.3530,4.200,8.070,383.6848,737.2230,RMRD,"FC,BC",0.00,f
5711,1446,2296,27,TS08UB0037,1,3902,Kalwakurthy,2026-08-02,,5657.00,5818.2245,4.300,8.390,250.1837,488.1490,RMRD,"FC,BC",0.00,f
5637,1421,2295,27,AP16TH5494,1,3116,LN Puram,2026-08-02,,4969.00,5110.6165,4.400,8.490,224.8671,433.8913,RMRD,BC,0.00,f
5712,1446,2296,27,TS08UB0037,2,3903,Thalakondapalli,2026-08-02,,4082.00,4198.3370,4.500,8.000,188.9252,335.8670,RMRD,BC,0.00,f
5638,1421,2295,27,AP16TH5494,2,3116,LN Puram,2026-08-02,,,,,,,,RMRD,,0.00,t
5639,1421,2295,27,AP16TH5494,3,3107,Devanur,2026-08-02,,6801.00,6994.8285,4.100,8.590,286.7880,600.8558,RMRD,FC,0.00,f
5713,1446,2296,27,TS08UB0037,3,3904,Kandukuru,2026-08-02,,3230.00,3322.0550,4.300,8.510,142.8484,282.7069,RMRD,FC,0.00,f
5640,1421,2295,27,AP16TH5494,4,3106,Vandavasi,2026-08-02,,7251.00,7457.6535,4.100,8.050,305.7638,600.3411,RMRD,"FC,BC",0.00,f
5628,1416,2297,29,AP39UX5014,1,3631,Gorantla CC,2026-08-02,,15507.80,15949.7723,4.200,8.240,669.8904,1314.2612,RMRD,"FC,BC",0.00,f
5629,1416,2297,29,AP39UX5014,2,3634,Kotha Cheruvu CC,2026-08-02,,7636.00,7853.6260,4.300,8.260,337.7059,648.7095,RMRD,BC,0.00,f
5671,1430,2298,30,AP39TF3392,1,3652,Lepakshi CC,2026-08-02,,9642.00,9916.7970,4.200,8.200,416.5055,813.1774,RMRD,BC,0.00,f
5672,1430,2298,30,AP39TF3392,2,3652,Lepakshi CC,2026-08-02,,,,,,,,RMRD,,0.00,t
5673,1430,2298,30,AP39TF3392,3,3645,Manesamudram,2026-08-02,,6444.10,6627.7569,4.000,8.200,265.1103,543.4761,RMRD,FC,0.00,f
5674,1430,2298,30,AP39TF3392,4,3654,Madakasira CC,2026-08-02,,13911.00,14307.4635,4.400,8.530,629.5284,1220.4266,RMRD,"BC,FC",0.00,f
5665,1428,2299,31,AP03TE5533,1,3642,Kokkanti Cross CC,2026-08-02,,7890.00,8114.8650,4.200,8.240,340.8243,668.6649,RMRD,BC,0.00,f
5666,1428,2299,31,AP03TE5533,2,3633,Nallamada CC,2026-08-02,,6895.00,7091.5075,4.100,8.220,290.7518,582.9219,RMRD,"FC,BC",0.00,f
5667,1428,2299,31,AP03TE5533,3,3655,Rallananthapur CC,2026-08-02,,4009.00,4123.2565,4.500,8.430,185.5465,347.5905,RMRD,FC,0.00,f
5620,1414,2300,32,AP39WM0723,1,3629,Kadiri Talapula CC,2026-08-02,,13122.10,13496.0799,4.100,8.220,553.3393,1109.3778,RMRD,"FC,BC",0.00,f
5621,1414,2300,32,AP39WM0723,2,3809,Diguva Kancharla Palli,2026-08-02,,4525.00,4653.9625,3.900,8.180,181.5045,380.6941,RMRD,BC,0.00,f
5622,1414,2300,32,AP39WM0723,3,3641,Thurakapalli CC,2026-08-02,,12411.90,12765.6391,3.800,8.160,485.0943,1041.6762,RMRD,BC,0.00,f
5408,1355,2301,33,AP03TE9599,1,3632,Gandlapenta CC,2026-08-02,,9046.00,9303.8110,4.100,8.200,381.4563,762.9125,RMRD,"FC,BC",0.00,f
5700,1441,2302,34,AP39WB9499,1,3416,7th Mile CC,2026-08-02,,23200.00,23861.2000,4.000,8.200,954.4480,1956.6184,RMRD,"BC,FC",0.00,f
5691,1438,2303,35,AP26TF3569,1,3446,Nulukunta Cross,2026-08-02,,12742.00,13105.1470,3.900,8.300,511.1007,1087.7272,RMRD,"BC,FC",0.00,f
5692,1438,2303,35,AP26TF3569,2,3438,Kuppam Rural CC,2026-08-02,,16850.00,17330.2250,3.900,8.180,675.8788,1417.6124,RMRD,"FC,BC",0.00,f
5689,1437,2304,36,TN52S7499,1,3417,Avulanatham CC,2026-08-02,,27391.10,28171.7463,3.900,8.430,1098.6981,2374.8782,RMRD,"FC,BC",0.00,f
5690,1437,2304,36,TN52S7499,2,3438,Kuppam Rural CC,2026-08-02,,1536.00,1579.7760,3.900,8.180,61.6113,129.2257,Balance Milk,FC,0.00,f
5617,1413,2305,37,AP03TJ0088,1,3441,Ramakuppam CC,2026-08-02,,9375.00,9642.1875,4.000,8.200,385.6875,790.6594,RMRD,"FC,BC",0.00,f
5618,1413,2305,37,AP03TJ0088,2,3436,VK Patrapalli CC,2026-08-02,,7259.00,7465.8815,4.000,8.200,298.6353,612.2023,RMRD,MC,0.00,f
5619,1413,2305,37,AP03TJ0088,3,3440,Kondahalli CC,2026-08-02,,3323.00,3417.7055,4.000,8.330,136.7082,284.6949,RMRD,MC,0.00,f
5707,1444,2306,38,AP39UN4344,1,3807,Lakkireddipalli,2026-08-02,,10071.60,10358.6406,4.100,8.220,424.7043,851.4803,RMRD,BC,0.00,f
5708,1444,2306,38,AP39UN4344,2,3807,Lakkireddipalli,2026-08-02,,1134.40,1166.7304,5.100,8.430,59.5033,98.3554,RMRD,FC,0.00,f
5668,1429,2307,39,TN28AQ5726,1,3434,N Vaddanahalli CC,2026-08-02,,5342.60,5494.8641,3.900,8.300,214.2997,456.0737,RMRD,BC,0.00,f
5669,1429,2307,39,TN28AQ5726,2,3443,Lakkanapalli CC,2026-08-02,,4995.00,5137.3575,4.000,8.080,205.4943,415.0985,RMRD,MC,0.00,f
5670,1429,2307,39,TN28AQ5726,3,3406,Palamaner CC,2026-08-02,,8486.70,8728.5710,4.100,8.220,357.8714,717.4885,RMRD,"FC,BC",0.00,f
5389,1348,2311,40,AP03TE6660,1,3901,Gowraram ,2026-08-02,,2318.00,2384.0630,4.500,8.310,107.2828,198.1156,RMRD,BC,0.00,f
5393,1350,2313,42,AP03TE2079,1,3020,Putturu CC,2026-08-02,,14544.60,14959.1211,4.200,8.240,628.2831,1232.6316,RMRD,"FC,BC",0.00,f
5714,1447,2314,43,AP39WH0612,1,3415,Kuppam BMCU,2026-08-02,,8551.00,8794.7035,3.900,8.300,342.9934,729.9604,RMRD,"FC,BC",0.00,f
5715,1447,2314,43,AP39WH0612,2,3414,Gudupalli,2026-08-02,,9394.00,9661.7290,3.900,8.300,376.8074,801.9235,RMRD,"MC,FC",0.00,f
5716,1447,2314,43,AP39WH0612,3,3418,Nadimur,2026-08-02,,5222.90,5371.7526,3.800,8.220,204.1266,441.5581,RMRD,BC,0.00,f
5709,1445,2315,44,TN24AB6599,1,3651,CTM CC,2026-08-02,,13602.50,13990.1713,3.900,8.050,545.6167,1126.2088,RMRD,"FC,BC",0.00,f
5661,1427,2316,46,AP03TE9069,1,3101,Kumaravadi,2026-08-02,,3470.90,3569.8207,4.400,8.150,157.0721,290.9404,RMRD,"FC,BC",0.00,f
5662,1427,2316,46,AP03TE9069,2,3102,Thammanuru,2026-08-02,,386.90,397.9266,7.400,8.960,29.4466,35.6542,RMRD,MC,0.00,f
5663,1427,2316,46,AP03TE9069,3,3101,Kumaravadi,2026-08-02,,422.00,434.0270,7.300,8.890,31.6840,38.5850,RMRD,MC,0.00,f
5664,1427,2316,46,AP03TE9069,4,3102,Thammanuru,2026-08-02,,3840.00,3949.4400,4.000,8.160,157.9776,322.2743,RMRD,"MC,BC",0.00,f
5658,1425,2367,47,SALE TANKER,1,3414,Gudupalli,2026-08-02,,9302.10,9567.2099,3.900,8.300,373.1212,794.0784,RMRD,"FC,BC",0.00,f
5659,1425,2367,47,SALE TANKER,2,3415,Kuppam BMCU,2026-08-02,,6192.20,6368.6777,3.900,8.300,248.3784,528.6002,RMRD,FC,0.00,f
